id,first_name,last_name,risk,resiliency,risk_calculation,risk_category
2967,Gabriela,Kinney,44,54,10,high
2968,Sibley,Harlock,51,55,4,high
2969,Stevy,enzley,95,47,-48,critical
2970,Garey,Pawelec,87,67,-20,critical
2971,Rollins,Snadden,100,13,-87,critical
2972,Onofredo,Farahar,71,92,21,high
2973,Madalena,Blount,7,67,60,low
2974,Westley,Adney,96,13,-83,critical
2975,Nickolai,Lensch,75,26,-49,critical
2976,Friederike,Hilley,12,6,-6,critical
2977,Esmeralda,Vizard,53,34,-19,critical
2978,Hermione,Tripney,72,90,18,high
2979,Marketa,Saxby,32,86,54,low
2980,Clerissa,Callf,22,77,55,low
2981,Beverie,Paolacci,94,91,-3,critical
2982,Hedvige,Leakner,57,80,23,high
2983,Orelie,Geram,68,43,-25,critical
2984,Woodrow,Grishukhin,2,49,47,medium
2985,Sandye,Wash,18,94,76,none
2986,Randee,Broyd,15,51,36,medium
2987,Dotty,Dallman,77,30,-47,critical
2988,Germaine,Barkworth,8,61,53,low
2989,Salim,Westmore,45,41,-4,critical
2990,Belva,Duly,58,37,-21,critical
2991,Amalee,Pearne,82,84,2,high
2992,Axel,Trowl,89,38,-51,critical
2993,Ferdinanda,Matthesius,63,64,1,high
2994,Larry,Merioth,33,26,-7,critical
2995,Gregorius,Wenzel,7,59,52,low
2996,Dov,Merdew,24,79,55,low
2997,Yettie,Loncaster,14,95,81,none
2998,Lanny,Schrir,92,40,-52,critical
2999,Lon,Kingwell,50,62,12,high
3000,Mei,Dury,20,48,28,medium
3001,Morgan,Aronowicz,51,28,-23,critical
3002,Judon,Knudsen,49,29,-20,critical
3003,Ari,Phateplace,1,76,75,none
3004,Dela,Cameli,16,96,80,none
3005,Kalie,Gilhouley,42,32,-10,critical
3006,Amelina,Renzo,12,98,86,none
3007,Valentine,Jearum,52,43,-9,critical
3008,Maurie,Turl,66,100,34,medium
3009,Elisabetta,Hardingham,20,76,56,low
3010,Paulie,Bolletti,24,19,-5,critical
3011,Sella,Mathan,58,71,13,high
3012,Fredericka,Lockhurst,58,28,-30,critical
3013,Wenona,Sobieski,91,46,-45,critical
3014,Mar,Boxen,1,76,75,none
3015,Geri,Trinder,99,81,-18,critical
3016,Mara,Gallico,78,68,-10,critical
3017,Saundra,Rayworth,40,18,-22,critical
3018,Ryan,Blampy,23,53,30,medium
3019,Wenonah,Astling,42,9,-33,critical
3020,Charley,Lilian,67,75,8,high
3021,Ariella,O'Lagen,45,64,19,high
3022,Leslie,McMaster,25,61,36,medium
3023,Cordell,McNaughton,39,66,27,medium
3024,Shelli,Symcox,5,37,32,medium
3025,Gigi,Rassell,80,46,-34,critical
3026,Maryjo,Vakhrushev,68,71,3,high
3027,Corty,Gever,8,43,35,medium
3028,Zebulen,Bagnal,61,99,38,medium
3029,Celinda,Thunderman,26,77,51,low
3030,Claresta,Strond,70,16,-54,critical
3031,Carolina,Chetter,96,45,-51,critical
3032,Ced,Brumwell,29,32,3,high
3033,Cirilo,Beadham,13,89,76,none
3034,Alexandr,Kleinplac,48,37,-11,critical
3035,Sancho,Longland,33,98,65,low
3036,Wheeler,Akast,100,11,-89,critical
3037,Elbert,Cherry Holme,48,26,-22,critical
3038,Rube,Filintsev,91,92,1,high
3039,Kellby,Rubin,44,80,36,medium
3040,Bernadine,Dormon,38,39,1,high
3041,Velvet,Harcarse,1,42,41,medium
3042,Dianna,Chadband,51,50,-1,critical
3043,Buiron,Sofe,16,99,83,none
3044,Pammi,Brussell,47,76,29,medium
3045,Terry,Lathey,80,42,-38,critical
3046,Melba,McIlwraith,89,59,-30,critical
3047,Nilson,Petriello,67,38,-29,critical
3048,Dalton,Mustarde,3,51,48,medium
3049,Sanford,Kob,42,57,15,high
3050,Riva,Jonathon,6,51,45,medium
3051,Hendrika,Marton,49,67,18,high
3052,Vidovic,Vispo,83,69,-14,critical
3053,Karlie,Siaskowski,93,69,-24,critical
3054,Cyril,Frantz,56,79,23,high
3055,Raymund,Marlen,94,84,-10,critical
3056,Kahlil,Deuss,83,64,-19,critical
3057,Elnora,Berzins,14,89,75,none
3058,Pierson,Hinchcliffe,66,49,-17,critical
3059,Sigfried,Macias,20,93,73,low
3060,Cissy,O'Hearn,47,55,8,high
3061,Albertine,Wilson,60,19,-41,critical
3062,Curr,Duckett,88,95,7,high
3063,Jeff,Challinor,12,14,2,high
3064,Boothe,Joberne,54,81,27,medium
3065,Nico,Adderson,45,94,49,medium
3066,Sharona,Visick,4,24,20,high
3067,Nefen,Formoy,76,6,-70,critical
3068,Anselma,Quinevan,86,14,-72,critical
3069,Eddi,Verillo,74,22,-52,critical
3070,Carlyle,Sollas,77,40,-37,critical
3071,Lindsey,Dene,71,77,6,high
3072,Corinna,Bafford,74,19,-55,critical
3073,Lolita,Gullberg,6,33,27,medium
3074,Danie,Newham,56,68,12,high
3075,Quintina,Toulmin,86,62,-24,critical
3076,Carmine,Barnett,56,57,1,high
3077,Torey,Skilbeck,92,49,-43,critical
3078,Marlee,Killoran,1,81,80,none
3079,Kareem,Braven,100,63,-37,critical
3080,Bord,Janicki,90,36,-54,critical
3081,Dara,Shillom,77,61,-16,critical
3082,Janene,Meneghelli,87,30,-57,critical
3083,Sheppard,Copozio,20,3,-17,critical
3084,Lanita,Villar,62,47,-15,critical
3085,Trix,Baszniak,92,81,-11,critical
3086,Marc,Walentynowicz,52,82,30,medium
3087,Cody,Kohrs,44,10,-34,critical
3088,Gilly,Cecchi,61,51,-10,critical
3089,Andre,Prandy,72,97,25,medium
3090,Demott,Bazoge,7,92,85,none
3091,Clare,Fewell,95,6,-89,critical
3092,Pandora,Stoneham,13,31,18,high
3093,Fawnia,Ganders,56,26,-30,critical
3094,Constancy,Joysey,52,10,-42,critical
3095,Anjanette,Michurin,45,76,31,medium
3096,Janek,Hiland,46,85,39,medium
3097,Tarrance,Jarley,12,87,75,none
3098,Etheline,Albrecht,98,46,-52,critical
3099,Maddie,Late,32,80,48,medium
3100,Manny,De Bischop,3,34,31,medium
3101,Charlena,Benko,71,94,23,high
3102,Ortensia,Dankersley,98,40,-58,critical
3103,Pamelina,Grose,59,92,33,medium
3104,Dalenna,Kennagh,86,77,-9,critical
3105,Kacey,Beumant,24,20,-4,critical
3106,Clarice,Dorsey,70,82,12,high
3107,Shaun,Joannic,59,75,16,high
3108,Kessiah,McKea,35,43,8,high
3109,Ian,Kerrane,1,96,95,none
3110,Clarke,Hiland,99,32,-67,critical
3111,Poul,Perryn,15,58,43,medium
3112,Ruthi,Hookes,76,27,-49,critical
3113,Cull,Petracco,31,50,19,high
3114,Daria,Pashenkov,23,46,23,high
3115,Henrie,Sparey,100,93,-7,critical
3116,Danila,Fydoe,65,62,-3,critical
3117,Lucinda,Coalburn,6,13,7,high
3118,Curt,Haggata,44,33,-11,critical
3119,Giffie,Stitson,19,35,16,high
3120,Marianna,Sapp,23,81,58,low
3121,Curt,Goalby,77,88,11,high
3122,Skippy,Corser,10,55,45,medium
3123,Sophronia,Roder,9,58,49,medium
3124,Dodi,Lapsley,97,23,-74,critical
3125,Perry,Dossetter,72,24,-48,critical
3126,Currey,Aikin,89,97,8,high
3127,Niccolo,Clamp,91,74,-17,critical
3128,Delly,Bramble,17,38,21,high
3129,Igor,Probart,33,82,49,medium
3130,Clary,Askew,94,65,-29,critical
3131,Min,Ansty,91,21,-70,critical
3132,Levy,Lippett,42,47,5,high
3133,Delmore,Malenfant,92,49,-43,critical
3134,Othilia,Schout,40,59,19,high
3135,Karlotta,Brychan,81,36,-45,critical
3136,Mathilda,Harrell,84,16,-68,critical
3137,Katina,Van Oord,80,74,-6,critical
3138,Rodger,Rugg,58,99,41,medium
3139,Marje,Cavey,31,54,23,high
3140,Nesta,Wildes,67,72,5,high
3141,Raphaela,Giacovazzo,97,77,-20,critical
3142,Linea,Raigatt,68,8,-60,critical
3143,Jarrid,Severy,49,31,-18,critical
3144,Berta,Lambrick,91,78,-13,critical
3145,Ketty,Cleeve,24,49,25,medium
3146,Gilbertine,Simoncello,91,28,-63,critical
3147,Stevy,Lapwood,89,24,-65,critical
3148,Retha,Schouthede,30,25,-5,critical
3149,Evin,Vasyatkin,68,96,28,medium
3150,Cam,Rainsden,62,41,-21,critical
3151,Paola,Medgwick,42,2,-40,critical
3152,Astrid,Standall,78,26,-52,critical
3153,Elaina,McLeoid,58,70,12,high
3154,Phil,Satchell,53,90,37,medium
3155,Guillema,Reeson,57,88,31,medium
3156,Wally,Dutch,94,49,-45,critical
3157,Neall,Lace,84,37,-47,critical
3158,Latisha,Snowden,28,49,21,high
3159,Wiley,Eckley,12,45,33,medium
3160,Lanita,D'Antuoni,30,47,17,high
3161,Ianthe,Kulas,92,28,-64,critical
3162,Anson,Gwinn,88,47,-41,critical
3163,Ramsay,Cranch,95,49,-46,critical
3164,Jennilee,Whiteside,25,92,67,low
3165,Erik,Boyda,96,39,-57,critical
3166,Adelle,Rippen,94,73,-21,critical
3167,Barnard,Costelow,65,68,3,high
3168,Barbi,Golda,53,18,-35,critical
3169,Joey,Rosthorn,14,91,77,none
3170,Paige,Udden,99,13,-86,critical
3171,Baryram,Filchagin,87,1,-86,critical
3172,Harriot,Underhill,77,83,6,high
3173,Edita,Speakman,46,80,34,medium
3174,Eb,Clarridge,81,51,-30,critical
3175,Clementius,Guilloneau,87,13,-74,critical
3176,Brittany,Handaside,22,47,25,medium
3177,Susanne,Franciskiewicz,9,32,23,high
3178,Felicia,Ilchuk,74,36,-38,critical
3179,Ruby,Linebarger,87,17,-70,critical
3180,Eleen,Records,88,6,-82,critical
3181,Mallory,Bubbear,38,64,26,medium
3182,Elicia,Eaves,93,88,-5,critical
3183,Jayson,Dmitrievski,9,61,52,low
3184,Honey,Drane,49,41,-8,critical
3185,Arlyne,Cross,25,70,45,medium
3186,Lucie,Jain,52,11,-41,critical
3187,Yoko,Aggott,64,38,-26,critical
3188,Mallissa,Andri,2,20,18,high
3189,Orin,Cleare,18,22,4,high
3190,Kathlin,Carnelley,57,59,2,high
3191,Irwinn,Penrith,50,85,35,medium
3192,Rebecka,Teaz,94,61,-33,critical
3193,Sharline,Bruggen,23,94,71,low
3194,Susann,Coulter,8,67,59,low
3195,Donnie,Claydon,92,8,-84,critical
3196,Dorolisa,Roddell,15,25,10,high
3197,Yul,Bonnett,36,70,34,medium
3198,Liz,Iori,61,22,-39,critical
3199,Harley,Whenman,18,38,20,high
3200,Rozanna,Guyot,53,32,-21,critical
3201,Zsa zsa,Peplay,89,59,-30,critical
3202,Latashia,Mazzey,100,10,-90,critical
3203,Noelle,Halleday,74,71,-3,critical
3204,Mora,Eccles,52,25,-27,critical
3205,Joellen,Cornehl,69,82,13,high
3206,Della,Yewdell,8,26,18,high
3207,Andria,MacGillivray,67,74,7,high
3208,Elyse,Vears,38,15,-23,critical
3209,Reta,Cassell,81,58,-23,critical
3210,Onfre,Duncklee,99,32,-67,critical
3211,Fran,Sindall,16,64,48,medium
3212,Jerome,Week,98,71,-27,critical
3213,Jory,Laminman,59,7,-52,critical
3214,Kingsley,Meiningen,99,8,-91,critical
3215,Vyky,Mettrick,10,14,4,high
3216,Daisey,Quilligan,27,80,53,low
3217,Eleonore,Dyett,57,40,-17,critical
3218,Libby,Dixsee,18,3,-15,critical
3219,Husein,McCrostie,66,25,-41,critical
3220,Leroi,Durden,1,60,59,low
3221,Dulcinea,Gannan,50,38,-12,critical
3222,Godfree,Connechie,19,77,58,low
3223,Guglielmo,Yarnold,59,2,-57,critical
3224,Simeon,Reinhardt,27,92,65,low
3225,Worth,Origan,2,14,12,high
3226,Helli,Caldero,8,3,-5,critical
3227,Gabriellia,Reynolds,19,6,-13,critical
3228,Sandy,Hathwood,42,44,2,high
3229,Reinhold,Mease,42,48,6,high
3230,Rodolph,Elcomb,47,6,-41,critical
3231,Hyacinthia,Lochead,81,32,-49,critical
3232,Farlie,Muckleston,78,3,-75,critical
3233,Eldridge,Surgen,41,60,19,high
3234,Melodee,Leonards,13,72,59,low
3235,Kiersten,Hurrell,2,38,36,medium
3236,Melisenda,Bauduin,74,31,-43,critical
3237,Calla,Shrimpton,85,20,-65,critical
3238,Augustin,Toone,87,38,-49,critical
3239,Garvey,Wyd,27,88,61,low
3240,Cherin,Dufaur,34,69,35,medium
3241,Averil,Jozwicki,40,33,-7,critical
3242,Nadean,Oakly,22,24,2,high
3243,Alaster,Wight,59,46,-13,critical
3244,Stacia,Trewinnard,28,34,6,high
3245,Ermengarde,Victory,11,18,7,high
3246,Baily,Ubank,64,11,-53,critical
3247,Emylee,Tingley,13,39,26,medium
3248,Jinny,Castellino,72,33,-39,critical
3249,Caren,Hagard,91,60,-31,critical
3250,Ambrose,Hollidge,84,95,11,high
3251,Ailey,Franceschino,86,53,-33,critical
3252,Correy,Eltringham,14,82,68,low
3253,Jemmy,Comford,93,14,-79,critical
3254,Allayne,Challiss,38,44,6,high
3255,Osbourne,Gehring,61,89,28,medium
3256,Nels,Hamsher,99,87,-12,critical
3257,Rosalynd,Willshere,56,33,-23,critical
3258,Christyna,Twycross,90,45,-45,critical
3259,Sampson,Gyves,68,9,-59,critical
3260,Starlene,Breede,46,59,13,high
3261,Livia,Agneau,84,48,-36,critical
3262,Caleb,Farey,90,84,-6,critical
3263,Nigel,Keggin,78,78,0,high
3264,Guenevere,Lennie,25,19,-6,critical
3265,Marj,Daysh,23,42,19,high
3266,Jennette,Aslet,64,47,-17,critical
3267,Roderic,Raisbeck,87,20,-67,critical
3268,Fayth,Harg,36,61,25,medium
3269,Bram,Lidington,74,27,-47,critical
3270,Kali,Dietsche,64,38,-26,critical
3271,Cecilia,Wittleton,96,89,-7,critical
3272,Alfonse,Braley,21,84,63,low
3273,Archambault,Rabley,54,8,-46,critical
3274,Cornell,Wetherell,8,53,45,medium
3275,Brennen,Pavier,47,68,21,high
3276,Aline,McWhinnie,35,78,43,medium
3277,Freddi,Trew,41,20,-21,critical
3278,Kyle,Zoellner,18,82,64,low
3279,Nessie,Vanne,10,58,48,medium
3280,Derby,Vandenhoff,91,63,-28,critical
3281,Mariette,Springtorpe,34,5,-29,critical
3282,Nehemiah,Botte,41,68,27,medium
3283,Toinette,Eyrl,2,96,94,none
3284,Eadith,Edmondson,36,99,63,low
3285,Wiley,Nock,82,94,12,high
3286,Olag,Croome,25,38,13,high
3287,Fredi,Hitchens,36,4,-32,critical
3288,Rafaello,Liddel,20,29,9,high
3289,Ricardo,Struys,40,94,54,low
3290,Larissa,Pomphrett,35,2,-33,critical
3291,Bertram,Belone,66,5,-61,critical
3292,Gabbey,Dacre,29,35,6,high
3293,Rahel,Reburn,52,65,13,high
3294,Aldous,Loach,3,19,16,high
3295,Ollie,Morena,80,68,-12,critical
3296,Koressa,Brammall,67,52,-15,critical
3297,Zuzana,Edmans,72,77,5,high
3298,Madelena,Mordacai,29,19,-10,critical
3299,Cobby,Munks,93,50,-43,critical
3300,Martie,MacParlan,33,17,-16,critical
3301,Bertie,Gill,32,37,5,high
3302,Stacia,Buckland,60,71,11,high
3303,Addie,Stihl,47,34,-13,critical
3304,Joey,Boraston,19,47,28,medium
3305,Chrysa,Juszczyk,7,23,16,high
3306,Malinde,O'Loughnan,39,58,19,high
3307,Rheta,Tireman,2,80,78,none
3308,Thaddus,McCudden,18,91,73,low
3309,Mariya,Lumsdale,44,11,-33,critical
3310,Emogene,Hanham,88,82,-6,critical
3311,Dyana,Leedes,58,20,-38,critical
3312,Hayley,Filisov,63,67,4,high
3313,Clare,Shoubridge,46,37,-9,critical
3314,Maddy,Camps,54,95,41,medium
3315,Killy,Borrett,6,22,16,high
3316,Trista,Macartney,43,1,-42,critical
3317,Alexei,Sink,52,81,29,medium
3318,Branden,Andrichuk,70,81,11,high
3319,Marthena,Kays,73,34,-39,critical
3320,Randal,Linger,32,34,2,high
3321,Penelopa,Hosburn,99,78,-21,critical
3322,Valentine,Klamman,71,65,-6,critical
3323,Quillan,Vesque,47,31,-16,critical
3324,Ashla,Covotto,82,41,-41,critical
3325,Gerome,Pitkeathley,1,1,0,high
3326,Betti,Bareham,18,97,79,none
3327,Rodge,Cyples,3,90,87,none
3328,Fabien,Chominski,54,30,-24,critical
3329,Ivie,Ribeiro,96,47,-49,critical
3330,Sib,Galbreath,20,49,29,medium
3331,Kristy,Antonetti,85,42,-43,critical
3332,Herc,Berger,100,14,-86,critical
3333,Darlleen,Skeldon,38,63,25,medium
3334,Jeromy,Lindborg,88,69,-19,critical
3335,Bria,Ianelli,62,55,-7,critical
3336,Emogene,Schiell,68,31,-37,critical
3337,Tomkin,Carass,27,29,2,high
3338,Lenna,Rossiter,60,61,1,high
3339,Alvina,Gossage,3,85,82,none
3340,Doris,Schout,27,37,10,high
3341,Kalle,Spancock,39,13,-26,critical
3342,Jemmy,Tukesby,37,87,50,low
3343,Erin,Gianinotti,80,21,-59,critical
3344,Sterling,Sommerscales,63,55,-8,critical
3345,Alecia,Webby,17,24,7,high
3346,Guenevere,Reavey,68,94,26,medium
3347,Ruddie,Killelay,1,98,97,none
3348,Wadsworth,Cluitt,91,95,4,high
3349,Reinaldo,Terzi,33,11,-22,critical
3350,Bartel,Vasse,39,6,-33,critical
3351,Willie,Speak,14,14,0,high
3352,Lothaire,Crowe,44,38,-6,critical
3353,Ossie,Waszczyk,75,15,-60,critical
3354,Myrle,Mosconi,69,64,-5,critical
3355,Isabelita,Gert,45,94,49,medium
3356,Dinnie,Trollope,95,20,-75,critical
3357,Betti,Cawley,100,12,-88,critical
3358,Yasmeen,Denis,63,36,-27,critical
3359,Sheilah,Douris,97,48,-49,critical
3360,Fergus,Summerley,74,57,-17,critical
3361,Kikelia,Balharrie,61,11,-50,critical
3362,Cosmo,Neild,22,88,66,low
3363,Jereme,Hurcombe,53,10,-43,critical
3364,Renae,Brennon,69,92,23,high
3365,Aube,Dyet,17,17,0,high
3366,Gerri,De Launde,10,6,-4,critical
3367,Ulrica,Morrow,37,50,13,high
3368,Binny,Golsworthy,27,77,50,low
3369,Montague,Gibbin,78,53,-25,critical
3370,Emeline,Perotti,88,53,-35,critical
3371,Hillary,Woolmore,26,52,26,medium
3372,Kriste,Leschelle,18,94,76,none
3373,Sacha,Gallamore,56,9,-47,critical
3374,Broddie,Ceeley,4,82,78,none
3375,Amaleta,Wadman,4,32,28,medium
3376,Virgilio,M'cowis,10,90,80,none
3377,Borg,Artiss,79,65,-14,critical
3378,Linn,Hawthorn,21,26,5,high
3379,Berton,Burhouse,40,63,23,high
3380,Maryjane,Stodart,85,80,-5,critical
3381,Imojean,Blakeston,7,5,-2,critical
3382,Kinna,Strover,1,19,18,high
3383,Trisha,Matskevich,85,86,1,high
3384,Ashia,Punt,93,5,-88,critical
3385,Arlin,Ducker,30,8,-22,critical
3386,Cam,Pedlar,78,4,-74,critical
3387,Amara,Feeley,5,38,33,medium
3388,Ilse,Marre,10,54,44,medium
3389,Minni,Athersmith,85,30,-55,critical
3390,Loree,Stuehmeyer,55,55,0,high
3391,Edythe,Volette,52,6,-46,critical
3392,Andreana,Cregg,41,51,10,high
3393,Chad,Maddocks,53,56,3,high
3394,Kissee,Symers,76,24,-52,critical
3395,Gladys,Sandiland,88,46,-42,critical
3396,Melisse,Danielsohn,3,37,34,medium
3397,Carlina,Salliss,74,11,-63,critical
3398,Vina,Rheubottom,37,49,12,high
3399,Gillan,Gerrelt,23,52,29,medium
3400,Consalve,Ballintyne,29,54,25,medium
3401,Jackie,Reams,71,55,-16,critical
3402,Perceval,Piccard,50,57,7,high
3403,Ingunna,Downe,27,77,50,low
3404,Michaella,Dorre,88,93,5,high
3405,Feodor,McVanamy,59,16,-43,critical
3406,Adam,Carncross,4,10,6,high
3407,Ronny,Mault,35,36,1,high
3408,Bordy,Vel,77,6,-71,critical
3409,Clarence,Simms,14,19,5,high
3410,Kamillah,Hatrey,34,23,-11,critical
3411,Francine,Woodhead,36,86,50,low
3412,Bari,Lowrance,89,43,-46,critical
3413,Duane,Treble,96,80,-16,critical
3414,Jojo,Wasling,52,98,46,medium
3415,Burl,Litherland,55,93,38,medium
3416,Ricca,Scutcheon,92,14,-78,critical
3417,Vonni,Hastelow,49,49,0,high
3418,Waring,Adamou,80,30,-50,critical
3419,Cissiee,Tewkesberry,59,51,-8,critical
3420,Barron,Oddey,28,52,24,high
3421,Sasha,Abramsky,94,26,-68,critical
3422,Arlena,Sheather,31,98,67,low
3423,Zandra,Flecknoe,48,94,46,medium
3424,Raimondo,Durker,100,88,-12,critical
3425,Nikolas,Ciobutaru,46,47,1,high
3426,Maryjo,Stonelake,75,36,-39,critical
3427,Ancell,Kubalek,80,19,-61,critical
3428,Mirabelle,Rampling,27,4,-23,critical
3429,Sella,Lawley,3,83,80,none
3430,Karlis,Bellhanger,53,74,21,high
3431,Mackenzie,Pollastro,33,90,57,low
3432,Maisey,Boatman,16,12,-4,critical
3433,Ira,Nield,69,97,28,medium
3434,Livia,Carlisso,37,89,52,low
3435,Bird,Fogel,48,97,49,medium
3436,Merill,Biddle,69,65,-4,critical
3437,Wilhelmina,Denzilow,37,1,-36,critical
3438,Bethina,Tigwell,44,89,45,medium
3439,Gretchen,Merioth,56,97,41,medium
3440,Shurlocke,Jeanet,61,1,-60,critical
3441,Tobin,Skidmore,84,14,-70,critical
3442,Stephani,Blumire,85,36,-49,critical
3443,Constanta,Firpi,20,26,6,high
3444,Everard,Trotton,97,1,-96,critical
3445,Orland,Kenelin,90,38,-52,critical
3446,Tyrone,Berntsson,53,52,-1,critical
3447,Aleda,Alyonov,31,73,42,medium
3448,Obie,Gwinnel,49,61,12,high
3449,Margalit,L' Anglois,93,33,-60,critical
3450,Wrennie,Meugens,71,42,-29,critical
3451,Giustino,Ashwell,82,50,-32,critical
3452,Darin,Orrill,30,74,44,medium
3453,Lyon,Ishchenko,62,86,24,high
3454,Marvin,Kellard,92,98,6,high
3455,Nan,Longlands,56,91,35,medium
3456,Tedd,Jerrolt,20,43,23,high
3457,Thayne,Guilloneau,10,28,18,high
3458,Antoinette,Chevolleau,14,46,32,medium
3459,Rainer,Benwell,22,83,61,low
3460,Harmonia,Arnholdt,82,87,5,high
3461,Shalom,Scouler,48,70,22,high
3462,Brittaney,Kinchley,11,53,42,medium
3463,Bing,Cush,90,37,-53,critical
3464,Cesare,Penfold,92,31,-61,critical
3465,Alfonso,Leyson,67,87,20,high
3466,Florance,Layne,56,35,-21,critical
3467,Marja,Sabbins,61,31,-30,critical
3468,Dermot,Trevon,58,51,-7,critical
3469,Gaile,Bonnor,59,16,-43,critical
3470,Katerina,Walhedd,84,29,-55,critical
3471,Patrica,Doran,74,48,-26,critical
3472,Shel,Wait,58,42,-16,critical
3473,Tuckie,Poulsum,85,57,-28,critical
3474,Arly,Tidbold,93,9,-84,critical
3475,Jerrylee,Forster,53,17,-36,critical
3476,Phillida,Allaway,83,41,-42,critical
3477,Allissa,Rollins,36,4,-32,critical
3478,Artie,Masurel,56,33,-23,critical
3479,Murray,Skentelbery,41,47,6,high
3480,Junie,Bonifacio,37,99,62,low
3481,Bernetta,Lidgard,89,31,-58,critical
3482,Calypso,Devereu,8,43,35,medium
3483,Adan,Gilliland,86,24,-62,critical
3484,Clotilda,Houchen,96,75,-21,critical
3485,Lesli,Bage,91,48,-43,critical
3486,Mack,Kegg,6,80,74,low
3487,Diane-marie,Rao,93,59,-34,critical
3488,Dode,Bryson,39,26,-13,critical
3489,Misha,Turle,59,95,36,medium
3490,Cleopatra,Sumpner,38,35,-3,critical
3491,Lyman,Joplin,70,61,-9,critical
3492,Gabbie,Dalbey,1,39,38,medium
3493,Jamie,Kirwin,86,39,-47,critical
3494,Meir,Franciottoi,32,26,-6,critical
3495,Sonia,Killough,58,8,-50,critical
3496,Carmencita,Walster,67,98,31,medium
3497,Floyd,Minghetti,48,92,44,medium
3498,Jade,Genner,84,91,7,high
3499,Terri,Curl,63,32,-31,critical
3500,Shanon,Bould,52,82,30,medium
3501,Sella,Valett,71,100,29,medium
3502,Celestyn,de Almeida,43,18,-25,critical
3503,Ennis,McCambrois,95,37,-58,critical
3504,Ellis,Hoopper,3,2,-1,critical
3505,Adelice,Rutley,66,72,6,high
3506,Roxie,Matyushenko,2,46,44,medium
3507,Albert,Swindall,44,40,-4,critical
3508,Fleur,Marklin,95,52,-43,critical
3509,Cord,Stihl,12,18,6,high
3510,Neall,Tellenbach,92,12,-80,critical
3511,Emmye,Botger,80,67,-13,critical
3512,Helsa,Gaunson,46,37,-9,critical
3513,Emlynn,Ambrosi,66,3,-63,critical
3514,Kathie,Stitt,59,85,26,medium
3515,Bran,Bernhardsson,100,28,-72,critical
3516,Gran,Ferruzzi,62,98,36,medium
3517,La verne,Ridulfo,27,34,7,high
3518,Teodora,Philipps,64,75,11,high
3519,Min,Sarle,59,5,-54,critical
3520,Garey,Skillen,73,54,-19,critical
3521,Percival,Neath,28,43,15,high
3522,Fritz,Wiggans,53,24,-29,critical
3523,Jesselyn,Tabourier,86,92,6,high
3524,Man,Ashmore,94,54,-40,critical
3525,Lion,Gentreau,65,45,-20,critical
3526,Fredi,Breinlein,62,59,-3,critical
3527,Mary,Mungham,28,18,-10,critical
3528,Werner,Hyslop,94,38,-56,critical
3529,Jorgan,Findley,55,70,15,high
3530,Vidovik,Yersin,52,97,45,medium
3531,Arnold,Bromfield,18,10,-8,critical
3532,Gay,Acedo,3,70,67,low
3533,Alexio,Alvarado,41,2,-39,critical
3534,Adriaens,Gitthouse,88,31,-57,critical
3535,Trent,Crier,47,14,-33,critical
3536,Natividad,Warton,91,34,-57,critical
3537,Madelaine,Colisbe,14,22,8,high
3538,Barb,Enderlein,59,52,-7,critical
3539,Talya,Doggett,41,98,57,low
3540,Regine,Gorgler,52,94,42,medium
3541,Sher,Maine,24,56,32,medium
3542,Stefanie,Vedenyakin,94,11,-83,critical
3543,Anjanette,Costanza,2,12,10,high
3544,Morna,MacGilmartin,87,84,-3,critical
3545,Mose,Chipps,21,75,54,low
3546,Bart,Pittson,2,52,50,low
